Student_ID,Age,Gender,Grade_Level,Field_of_Study,Usage_of_VR_in_Education,Hours_of_VR_Usage_Per_Week,Engagement_Level,Improvement_in_Learning_Outcomes,Subject,Instructor_VR_Proficiency,Perceived_Effectiveness_of_VR,Access_to_VR_Equipment,Impact_on_Creativity,Stress_Level_with_VR_Usage,Collaboration_with_Peers_via_VR,Feedback_from_Educators_on_VR,Interest_in_Continuing_VR_Based_Learning,Region,School_Support_for_VR_in_Curriculum
STUD168,21.0,4.0,3.0,2.0,2.0,9.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0
STUD169,22.0,4.0,1.0,7.0,2.0,7.0,5.0,1.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0
STUD170,16.0,2.0,1.0,2.0,2.0,10.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0
STUD171,12.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,7.0,1.0,2.0,1.0,5.0,3.0,1.0,2.0,1.0,3.0,2.0
STUD172,16.0,4.0,2.0,4.0,2.0,10.0,3.0,2.0,2.0,1.0,5.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0
STUD173,26.0,1.0,2.0,5.0,1.0,9.0,4.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,6.0,1.0
STUD174,22.0,4.0,2.0,1.0,1.0,3.0,4.0,2.0,5.0,3.0,5.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0
STUD175,27.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,6.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0
STUD176,28.0,1.0,1.0,5.0,2.0,5.0,2.0,1.0,5.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0
STUD177,22.0,3.0,2.0,5.0,1.0,7.0,2.0,1.0,7.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0
STUD178,23.0,1.0,3.0,5.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,1.0,5.0,3.0,1.0,2.0,2.0,1.0,1.0
STUD179,29.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,4.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0
STUD180,26.0,3.0,1.0,3.0,2.0,9.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,4.0,1.0
STUD181,29.0,2.0,1.0,4.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,5.0,1.0
STUD182,30.0,3.0,2.0,4.0,1.0,9.0,2.0,1.0,7.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,6.0,2.0
STUD183,19.0,3.0,2.0,4.0,1.0,6.0,1.0,1.0,6.0,1.0,5.0,2.0,4.0,2.0,1.0,1.0,2.0,6.0,1.0
STUD184,14.0,3.0,2.0,2.0,1.0,10.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,6.0,2.0
STUD185,23.0,4.0,1.0,1.0,1.0,1.0,5.0,2.0,6.0,2.0,5.0,2.0,3.0,3.0,1.0,3.0,2.0,6.0,2.0
STUD186,16.0,2.0,1.0,3.0,2.0,5.0,3.0,1.0,5.0,1.0,1.0,1.0,5.0,2.0,1.0,2.0,1.0,4.0,2.0
STUD187,13.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0
STUD188,29.0,4.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,5.0,1.0
STUD189,12.0,2.0,3.0,5.0,1.0,5.0,5.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,5.0,1.0
STUD190,26.0,1.0,3.0,3.0,1.0,9.0,3.0,1.0,6.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0
STUD191,25.0,3.0,2.0,4.0,2.0,10.0,2.0,1.0,5.0,2.0,5.0,1.0,5.0,1.0,2.0,2.0,2.0,5.0,1.0
STUD192,22.0,2.0,1.0,7.0,1.0,10.0,4.0,2.0,6.0,3.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,2.0
STUD193,22.0,1.0,2.0,3.0,2.0,5.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,6.0,1.0
STUD194,21.0,2.0,1.0,4.0,2.0,6.0,5.0,1.0,6.0,3.0,5.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0
STUD195,18.0,2.0,1.0,7.0,1.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0,5.0,1.0,2.0,3.0,2.0,3.0,2.0
STUD196,26.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,6.0,2.0
STUD197,25.0,2.0,1.0,6.0,2.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0
STUD198,26.0,4.0,1.0,2.0,2.0,5.0,2.0,2.0,1.0,3.0,1.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0
STUD199,12.0,4.0,3.0,1.0,1.0,5.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0
STUD200,26.0,2.0,2.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0,2.0
STUD201,15.0,2.0,1.0,3.0,1.0,8.0,4.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0
STUD202,25.0,1.0,2.0,4.0,1.0,5.0,3.0,2.0,7.0,3.0,3.0,2.0,4.0,1.0,2.0,3.0,2.0,4.0,1.0
STUD203,14.0,1.0,3.0,7.0,1.0,8.0,2.0,1.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,6.0,1.0
STUD204,20.0,3.0,2.0,5.0,2.0,9.0,3.0,1.0,4.0,1.0,4.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0
STUD205,25.0,1.0,3.0,5.0,1.0,8.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,3.0,2.0,3.0,1.0,5.0,2.0
STUD206,24.0,2.0,1.0,7.0,2.0,5.0,1.0,1.0,5.0,3.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
STUD207,22.0,2.0,2.0,5.0,1.0,3.0,3.0,2.0,7.0,3.0,5.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0
STUD208,18.0,3.0,1.0,5.0,1.0,8.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,5.0,1.0
STUD209,16.0,3.0,3.0,6.0,2.0,7.0,5.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0
STUD210,22.0,1.0,2.0,5.0,1.0,2.0,5.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0
STUD211,14.0,3.0,2.0,7.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,5.0,2.0,1.0,3.0,2.0,6.0,1.0
STUD212,18.0,3.0,2.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,5.0,1.0,4.0,2.0,2.0,3.0,2.0,6.0,1.0
STUD213,21.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,4.0,1.0,5.0,1.0,4.0,1.0,1.0,3.0,2.0,5.0,2.0
STUD214,12.0,2.0,3.0,4.0,1.0,0.0,2.0,1.0,6.0,2.0,2.0,2.0,5.0,2.0,2.0,3.0,1.0,3.0,2.0
STUD215,29.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,6.0,2.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0
STUD216,28.0,3.0,2.0,5.0,2.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,4.0,2.0
STUD217,25.0,4.0,3.0,2.0,1.0,5.0,1.0,1.0,7.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,1.0,4.0,1.0
STUD218,27.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0
STUD219,26.0,4.0,1.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,5.0,1.0
STUD220,14.0,3.0,3.0,4.0,2.0,7.0,3.0,1.0,5.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,3.0,2.0
STUD221,16.0,1.0,2.0,5.0,2.0,0.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0
STUD222,15.0,1.0,2.0,4.0,2.0,5.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,6.0,2.0
STUD223,20.0,3.0,2.0,7.0,2.0,6.0,2.0,2.0,7.0,3.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0
STUD224,25.0,3.0,2.0,1.0,2.0,7.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
STUD225,27.0,3.0,3.0,4.0,1.0,0.0,1.0,2.0,5.0,3.0,3.0,1.0,5.0,3.0,2.0,3.0,1.0,2.0,2.0
STUD226,22.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,5.0,2.0,2.0,3.0,1.0,2.0,2.0
STUD227,14.0,1.0,3.0,6.0,2.0,0.0,4.0,1.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0
STUD228,22.0,3.0,3.0,5.0,1.0,9.0,5.0,2.0,1.0,1.0,4.0,1.0,5.0,3.0,2.0,1.0,1.0,6.0,2.0
STUD229,16.0,3.0,2.0,2.0,2.0,6.0,2.0,1.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,5.0,1.0
STUD230,24.0,1.0,1.0,6.0,1.0,6.0,3.0,1.0,3.0,1.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0
STUD231,21.0,2.0,1.0,4.0,1.0,6.0,4.0,1.0,4.0,2.0,5.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0
STUD232,17.0,2.0,2.0,6.0,1.0,6.0,4.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0
STUD233,18.0,4.0,3.0,3.0,1.0,4.0,3.0,2.0,4.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0
STUD234,21.0,2.0,1.0,2.0,1.0,5.0,1.0,2.0,6.0,3.0,5.0,2.0,5.0,3.0,1.0,1.0,2.0,6.0,2.0
STUD235,12.0,3.0,1.0,5.0,2.0,7.0,3.0,1.0,6.0,2.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0
STUD236,22.0,2.0,3.0,2.0,1.0,7.0,5.0,2.0,5.0,1.0,3.0,2.0,5.0,3.0,2.0,3.0,2.0,4.0,2.0
STUD237,22.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0
STUD238,18.0,1.0,2.0,7.0,2.0,9.0,4.0,1.0,7.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,5.0,2.0
STUD239,27.0,2.0,3.0,2.0,2.0,9.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0
STUD240,26.0,2.0,2.0,6.0,2.0,9.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0
STUD241,21.0,1.0,1.0,7.0,1.0,4.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,5.0,1.0
STUD242,22.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,4.0,1.0
STUD243,25.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,6.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0
STUD244,21.0,2.0,3.0,7.0,1.0,8.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0
STUD245,15.0,3.0,2.0,4.0,2.0,9.0,2.0,1.0,1.0,1.0,4.0,2.0,5.0,2.0,2.0,2.0,2.0,3.0,1.0
STUD246,13.0,4.0,1.0,5.0,1.0,2.0,3.0,1.0,5.0,3.0,4.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0
STUD247,21.0,3.0,1.0,1.0,2.0,5.0,5.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0
STUD248,16.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,2.0
STUD249,29.0,1.0,2.0,7.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,5.0,1.0
STUD250,25.0,1.0,2.0,3.0,2.0,6.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0
STUD251,16.0,3.0,3.0,6.0,1.0,10.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0
STUD252,26.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0
STUD253,15.0,4.0,2.0,6.0,2.0,5.0,5.0,1.0,3.0,2.0,5.0,2.0,5.0,1.0,2.0,3.0,1.0,1.0,2.0
STUD254,18.0,3.0,2.0,1.0,1.0,4.0,1.0,2.0,5.0,2.0,5.0,2.0,5.0,3.0,1.0,2.0,2.0,2.0,1.0
STUD255,14.0,4.0,3.0,7.0,1.0,0.0,3.0,2.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,6.0,1.0
STUD256,30.0,1.0,3.0,3.0,2.0,0.0,5.0,2.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0
STUD257,27.0,3.0,3.0,5.0,2.0,7.0,5.0,2.0,3.0,1.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0
STUD258,14.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,7.0,3.0,5.0,1.0,2.0,3.0,2.0,2.0,1.0,4.0,1.0
STUD259,21.0,3.0,3.0,6.0,1.0,6.0,5.0,2.0,6.0,1.0,4.0,1.0,5.0,1.0,2.0,2.0,1.0,6.0,1.0
STUD260,30.0,2.0,2.0,2.0,1.0,0.0,3.0,2.0,5.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0
STUD261,26.0,3.0,3.0,7.0,1.0,8.0,3.0,1.0,1.0,3.0,4.0,1.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0
STUD262,13.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,5.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0
STUD263,29.0,1.0,3.0,6.0,1.0,5.0,2.0,1.0,7.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0
STUD264,14.0,3.0,3.0,4.0,1.0,6.0,5.0,2.0,6.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,6.0,1.0
STUD265,20.0,1.0,2.0,1.0,1.0,6.0,5.0,2.0,3.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,5.0,1.0
STUD266,15.0,3.0,2.0,6.0,2.0,1.0,2.0,1.0,7.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0
STUD267,28.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0
STUD268,21.0,2.0,2.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,2.0,1.0,5.0,2.0
STUD269,12.0,4.0,3.0,5.0,2.0,0.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,5.0,2.0
STUD270,23.0,2.0,2.0,5.0,1.0,4.0,5.0,1.0,7.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0
STUD271,26.0,3.0,2.0,4.0,2.0,10.0,5.0,1.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,5.0,2.0
STUD272,26.0,2.0,3.0,7.0,2.0,5.0,4.0,1.0,6.0,3.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,4.0,1.0
STUD273,14.0,3.0,3.0,6.0,1.0,5.0,1.0,1.0,7.0,1.0,5.0,1.0,5.0,3.0,2.0,1.0,2.0,3.0,2.0
STUD274,15.0,2.0,3.0,7.0,2.0,0.0,4.0,1.0,3.0,3.0,2.0,1.0,4.0,3.0,2.0,1.0,2.0,4.0,1.0
STUD275,26.0,2.0,2.0,3.0,1.0,1.0,5.0,1.0,7.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0
STUD276,20.0,3.0,1.0,4.0,2.0,4.0,3.0,2.0,7.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0
STUD277,29.0,1.0,2.0,6.0,1.0,8.0,5.0,2.0,7.0,1.0,4.0,2.0,5.0,2.0,2.0,2.0,1.0,5.0,1.0
STUD278,14.0,2.0,2.0,6.0,2.0,8.0,3.0,1.0,5.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0
STUD279,12.0,2.0,2.0,5.0,2.0,6.0,3.0,2.0,4.0,3.0,3.0,1.0,5.0,3.0,1.0,2.0,1.0,4.0,1.0
STUD280,26.0,1.0,1.0,2.0,1.0,7.0,4.0,2.0,7.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,5.0,1.0
STUD281,19.0,1.0,2.0,1.0,2.0,5.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,6.0,1.0
STUD282,12.0,2.0,3.0,5.0,2.0,5.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0
STUD283,19.0,4.0,2.0,6.0,1.0,8.0,3.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0
STUD284,27.0,2.0,2.0,4.0,1.0,8.0,4.0,2.0,7.0,3.0,1.0,1.0,5.0,1.0,1.0,3.0,2.0,4.0,2.0
STUD285,21.0,1.0,2.0,5.0,1.0,9.0,3.0,2.0,7.0,1.0,5.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0
STUD286,14.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,6.0,1.0
STUD287,30.0,3.0,3.0,6.0,1.0,3.0,4.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,6.0,2.0
STUD288,23.0,4.0,3.0,3.0,1.0,7.0,1.0,1.0,5.0,2.0,5.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0
STUD289,22.0,3.0,3.0,5.0,1.0,7.0,3.0,1.0,1.0,3.0,4.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0
STUD290,24.0,3.0,1.0,2.0,1.0,1.0,4.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,1.0,6.0,1.0
STUD291,24.0,2.0,2.0,3.0,1.0,8.0,2.0,2.0,7.0,2.0,4.0,2.0,5.0,3.0,2.0,3.0,1.0,5.0,2.0
STUD292,20.0,1.0,2.0,5.0,2.0,1.0,4.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,5.0,2.0
STUD293,15.0,2.0,1.0,6.0,2.0,3.0,3.0,2.0,6.0,2.0,5.0,2.0,5.0,2.0,1.0,3.0,2.0,5.0,1.0
STUD294,17.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,6.0,3.0,5.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0
STUD295,17.0,4.0,2.0,6.0,1.0,9.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0
STUD296,20.0,3.0,3.0,4.0,2.0,5.0,4.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,5.0,1.0
STUD297,23.0,4.0,3.0,6.0,2.0,5.0,3.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0
STUD298,22.0,3.0,2.0,1.0,2.0,9.0,5.0,2.0,2.0,3.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,6.0,2.0
STUD299,25.0,1.0,1.0,6.0,1.0,4.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,4.0,1.0
STUD300,25.0,2.0,2.0,1.0,1.0,5.0,4.0,1.0,4.0,3.0,5.0,2.0,5.0,3.0,1.0,2.0,2.0,5.0,1.0
STUD301,12.0,2.0,3.0,7.0,1.0,3.0,4.0,1.0,4.0,2.0,2.0,2.0,4.0,1.0,2.0,3.0,2.0,6.0,2.0
STUD302,17.0,1.0,1.0,7.0,1.0,8.0,3.0,1.0,1.0,3.0,5.0,1.0,5.0,1.0,2.0,1.0,1.0,3.0,2.0
STUD303,13.0,1.0,3.0,1.0,1.0,2.0,5.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0
STUD304,21.0,3.0,3.0,3.0,2.0,7.0,4.0,1.0,6.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0
STUD305,29.0,1.0,2.0,2.0,2.0,6.0,2.0,2.0,6.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0
STUD306,20.0,2.0,1.0,2.0,2.0,6.0,4.0,2.0,4.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0
STUD307,28.0,2.0,2.0,1.0,1.0,0.0,5.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0
STUD308,24.0,2.0,3.0,3.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0
STUD309,14.0,4.0,1.0,6.0,2.0,3.0,4.0,1.0,5.0,1.0,4.0,1.0,4.0,3.0,1.0,2.0,2.0,3.0,2.0
STUD310,22.0,4.0,3.0,5.0,1.0,9.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,5.0,1.0
STUD311,25.0,3.0,1.0,4.0,2.0,4.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0
STUD312,19.0,1.0,2.0,3.0,1.0,10.0,1.0,2.0,6.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0
STUD313,19.0,4.0,2.0,5.0,1.0,10.0,2.0,1.0,5.0,1.0,5.0,2.0,5.0,1.0,2.0,3.0,2.0,6.0,2.0
STUD314,20.0,2.0,3.0,6.0,1.0,10.0,2.0,2.0,2.0,2.0,3.0,2.0,5.0,3.0,1.0,2.0,1.0,5.0,1.0
STUD315,29.0,4.0,2.0,4.0,1.0,8.0,3.0,1.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,1.0,1.0,6.0,2.0
STUD316,14.0,4.0,2.0,3.0,2.0,0.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,2.0,3.0,1.0,3.0,1.0
STUD317,20.0,3.0,3.0,3.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
STUD318,23.0,1.0,2.0,5.0,1.0,2.0,5.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,6.0,1.0
STUD319,21.0,2.0,2.0,6.0,2.0,7.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0
STUD320,14.0,4.0,2.0,1.0,2.0,0.0,1.0,1.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0
STUD321,13.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,3.0,1.0,6.0,1.0
STUD322,25.0,4.0,1.0,5.0,2.0,7.0,2.0,2.0,6.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,5.0,1.0
STUD323,23.0,1.0,2.0,6.0,1.0,7.0,1.0,1.0,6.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0
STUD324,13.0,1.0,2.0,5.0,2.0,1.0,1.0,2.0,3.0,3.0,5.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0
STUD325,18.0,4.0,3.0,4.0,1.0,7.0,2.0,1.0,5.0,1.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,4.0,2.0
STUD326,29.0,1.0,2.0,4.0,1.0,5.0,3.0,1.0,7.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0
STUD327,20.0,1.0,2.0,7.0,2.0,7.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0
STUD328,18.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,1.0,5.0,1.0,2.0,2.0,1.0,5.0,1.0
STUD329,24.0,3.0,2.0,7.0,2.0,8.0,2.0,2.0,6.0,3.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0
STUD330,14.0,2.0,3.0,1.0,1.0,2.0,4.0,1.0,5.0,3.0,1.0,2.0,4.0,2.0,1.0,3.0,1.0,4.0,1.0
STUD331,20.0,2.0,1.0,1.0,2.0,10.0,2.0,2.0,5.0,3.0,3.0,1.0,5.0,1.0,1.0,2.0,2.0,4.0,2.0
STUD332,25.0,2.0,3.0,2.0,2.0,9.0,1.0,1.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,5.0,1.0
STUD333,21.0,3.0,3.0,5.0,1.0,5.0,3.0,2.0,1.0,3.0,3.0,1.0,5.0,1.0,1.0,1.0,2.0,5.0,1.0
STUD334,16.0,3.0,1.0,2.0,1.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,3.0,1.0,4.0,1.0
STUD335,13.0,2.0,3.0,3.0,2.0,8.0,4.0,2.0,7.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,4.0,1.0
STUD336,24.0,4.0,1.0,5.0,2.0,7.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0
